setting,date,source,indicator_name,dimension,subgroup,estimate,population,iso3,whoreg6,wbincome2024
Afghanistan,2015,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Age (2 groups) (15-49),15-19 years,75.71775055,315.1542358,AFG,Eastern Mediterranean,Low income
Afghanistan,2011,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Age (2 groups) (15-49),15-19 years,,,AFG,Eastern Mediterranean,Low income
Afghanistan,2015,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Age (2 groups) (15-49),20-49 years,73.61743927,5392.82959,AFG,Eastern Mediterranean,Low income
Afghanistan,2011,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Age (2 groups) (15-49),20-49 years,,,AFG,Eastern Mediterranean,Low income
Afghanistan,2022,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Age (2 groups) (15-49),20-49 years,,,AFG,Eastern Mediterranean,Low income
Afghanistan,2022,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Age (2 groups) (15-49),15-19 years,,,AFG,Eastern Mediterranean,Low income
Afghanistan,2015,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Economic status (wealth decile),Decile 10 (richest),82.51660156,490.4056396,AFG,Eastern Mediterranean,Low income
Afghanistan,2015,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Economic status (wealth decile),Decile 5,70.88996887,561.9609985,AFG,Eastern Mediterranean,Low income
Afghanistan,2011,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Economic status (wealth decile),Decile 10 (richest),87.037323,232.9944305,AFG,Eastern Mediterranean,Low income
Afghanistan,2015,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Economic status (wealth decile),Decile 7,74.96744537,599.3503418,AFG,Eastern Mediterranean,Low income
Afghanistan,2011,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Economic status (wealth decile),Decile 9,67.86654663,214.2266846,AFG,Eastern Mediterranean,Low income
Afghanistan,2011,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Economic status (wealth decile),Decile 4,65.36435699,278.0209656,AFG,Eastern Mediterranean,Low income
Afghanistan,2011,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Economic status (wealth decile),Decile 6,64.47294617,243.8939209,AFG,Eastern Mediterranean,Low income
Afghanistan,2022,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Economic status (wealth decile),Decile 3,60.20188141,614.9937744,AFG,Eastern Mediterranean,Low income
Afghanistan,2011,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Economic status (wealth decile),Decile 5,51.73513794,250.0262909,AFG,Eastern Mediterranean,Low income
Afghanistan,2022,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Economic status (wealth decile),Decile 2,50.80340576,687.131958,AFG,Eastern Mediterranean,Low income
Afghanistan,2015,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Economic status (wealth decile),Decile 6,72.98558044,598.6413574,AFG,Eastern Mediterranean,Low income
Afghanistan,2015,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Economic status (wealth decile),Decile 2,65.36617279,540.5968018,AFG,Eastern Mediterranean,Low income
Afghanistan,2022,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Economic status (wealth decile),Decile 1 (poorest),39.06401825,671.2155151,AFG,Eastern Mediterranean,Low income
Afghanistan,2022,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Economic status (wealth decile),Decile 9,85.29703522,598.1246948,AFG,Eastern Mediterranean,Low income
Afghanistan,2015,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Economic status (wealth decile),Decile 3,69.39087677,540.3149414,AFG,Eastern Mediterranean,Low income
Afghanistan,2022,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Economic status (wealth decile),Decile 7,72.81420135,653,AFG,Eastern Mediterranean,Low income
Afghanistan,2022,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Economic status (wealth decile),Decile 8,69.9370575,575.1682739,AFG,Eastern Mediterranean,Low income
Afghanistan,2022,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Economic status (wealth decile),Decile 4,59.43322754,647.1513672,AFG,Eastern Mediterranean,Low income
Afghanistan,2022,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Economic status (wealth decile),Decile 6,63.55690384,687.7958374,AFG,Eastern Mediterranean,Low income
Afghanistan,2011,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Economic status (wealth decile),Decile 1 (poorest),56.02123642,251.3333435,AFG,Eastern Mediterranean,Low income
Afghanistan,2015,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Economic status (wealth decile),Decile 4,65.78277588,585.925415,AFG,Eastern Mediterranean,Low income
Afghanistan,2011,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Economic status (wealth decile),Decile 2,51.73764038,280.8624268,AFG,Eastern Mediterranean,Low income
Afghanistan,2015,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Economic status (wealth decile),Decile 9,85.1947403,570.6681519,AFG,Eastern Mediterranean,Low income
Afghanistan,2011,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Economic status (wealth decile),Decile 3,58.53201675,272.6165466,AFG,Eastern Mediterranean,Low income
Afghanistan,2011,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Economic status (wealth decile),Decile 8,66.84570313,223.1605682,AFG,Eastern Mediterranean,Low income
Afghanistan,2015,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Economic status (wealth decile),Decile 8,83.16036987,725.8028564,AFG,Eastern Mediterranean,Low income
Afghanistan,2011,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Economic status (wealth decile),Decile 7,63.62853622,249.4052887,AFG,Eastern Mediterranean,Low income
Afghanistan,2022,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Economic status (wealth decile),Decile 10 (richest),86.5550766,633.6557007,AFG,Eastern Mediterranean,Low income
Afghanistan,2022,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Economic status (wealth decile),Decile 5,63.6337738,615.137207,AFG,Eastern Mediterranean,Low income
Afghanistan,2015,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Economic status (wealth decile),Decile 1 (poorest),63.90973282,494.3171387,AFG,Eastern Mediterranean,Low income
Afghanistan,2011,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Economic status (wealth quintile),Quintile 2,61.90262985,549.4944458,AFG,Eastern Mediterranean,Low income
Afghanistan,2011,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Economic status (wealth quintile),Quintile 4,65.147789,472.5658569,AFG,Eastern Mediterranean,Low income
Afghanistan,2015,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Economic status (wealth quintile),Quintile 4,79.4548111,1325.153198,AFG,Eastern Mediterranean,Low income
Afghanistan,2011,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Economic status (wealth quintile),Quintile 3,58.12188339,495.0632629,AFG,Eastern Mediterranean,Low income
Afghanistan,2015,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Economic status (wealth quintile),Quintile 2,67.51376343,1126.240356,AFG,Eastern Mediterranean,Low income
Afghanistan,2015,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Economic status (wealth quintile),Quintile 3,71.97089386,1160.602417,AFG,Eastern Mediterranean,Low income
Afghanistan,2022,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Economic status (wealth quintile),Quintile 4,71.51967621,1230.448486,AFG,Eastern Mediterranean,Low income
Afghanistan,2015,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Economic status (wealth quintile),Quintile 5 (richest),83.95696259,1061.07373,AFG,Eastern Mediterranean,Low income
Afghanistan,2022,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Economic status (wealth quintile),Quintile 3,63.52936554,1300.652832,AFG,Eastern Mediterranean,Low income
Afghanistan,2022,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Economic status (wealth quintile),Quintile 5 (richest),85.94419861,1231.780396,AFG,Eastern Mediterranean,Low income
Afghanistan,2015,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Economic status (wealth quintile),Quintile 1 (poorest),64.67051697,1034.91394,AFG,Eastern Mediterranean,Low income
Afghanistan,2011,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Economic status (wealth quintile),Quintile 5 (richest),77.85418701,447.2210999,AFG,Eastern Mediterranean,Low income
Afghanistan,2022,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Economic status (wealth quintile),Quintile 2,59.80776596,1262.145142,AFG,Eastern Mediterranean,Low income
Afghanistan,2011,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Economic status (wealth quintile),Quintile 1 (poorest),53.76060104,532.1957397,AFG,Eastern Mediterranean,Low income
Afghanistan,2022,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Economic status (wealth quintile),Quintile 1 (poorest),45.00248718,1358.347412,AFG,Eastern Mediterranean,Low income
Afghanistan,2011,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Education (3 groups),Primary education,76.29195404,122.0046539,AFG,Eastern Mediterranean,Low income
Afghanistan,2022,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Education (3 groups),No education,58.52709579,4868.757324,AFG,Eastern Mediterranean,Low income
Afghanistan,2011,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Education (3 groups),Secondary or higher education,85.89551544,107.5156326,AFG,Eastern Mediterranean,Low income
Afghanistan,2022,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Education (3 groups),Primary education,82.56838989,633.4096069,AFG,Eastern Mediterranean,Low income
Afghanistan,2011,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Education (3 groups),No education,61.07660675,2267.020264,AFG,Eastern Mediterranean,Low income
Afghanistan,2022,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Education (3 groups),Secondary or higher education,86.08254242,881.2075806,AFG,Eastern Mediterranean,Low income
Afghanistan,2015,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Education (3 groups),No education,70.50083923,4599.020508,AFG,Eastern Mediterranean,Low income
Afghanistan,2015,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Education (3 groups),Secondary or higher education,87.89346313,632.1587524,AFG,Eastern Mediterranean,Low income
Afghanistan,2015,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Education (3 groups),Primary education,86.13939667,476.8045959,AFG,Eastern Mediterranean,Low income
Afghanistan,2011,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Education (4 groups),Secondary education,85.26664734,94.40935516,AFG,Eastern Mediterranean,Low income
Afghanistan,2022,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Education (4 groups),Higher education,82.92999268,224.6253662,AFG,Eastern Mediterranean,Low income
Afghanistan,2022,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Education (4 groups),Secondary education,87.16107178,656.5822144,AFG,Eastern Mediterranean,Low income
Afghanistan,2015,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Education (4 groups),Secondary education,88.68264771,505.7426147,AFG,Eastern Mediterranean,Low income
Afghanistan,2011,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Education (4 groups),Higher education,,,AFG,Eastern Mediterranean,Low income
Afghanistan,2015,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Education (4 groups),Higher education,84.73623657,126.4161453,AFG,Eastern Mediterranean,Low income
Afghanistan,2011,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Education (4 groups),No education,61.07660675,2267.020264,AFG,Eastern Mediterranean,Low income
Afghanistan,2011,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Education (4 groups),Primary education,76.29195404,122.0046539,AFG,Eastern Mediterranean,Low income
Afghanistan,2022,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Education (4 groups),Primary education,82.56838989,633.4096069,AFG,Eastern Mediterranean,Low income
Afghanistan,2022,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Education (4 groups),No education,58.52709579,4868.757324,AFG,Eastern Mediterranean,Low income
Afghanistan,2015,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Education (4 groups),Primary education,86.13939667,476.8045959,AFG,Eastern Mediterranean,Low income
Afghanistan,2015,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Education (4 groups),No education,70.50083923,4599.020508,AFG,Eastern Mediterranean,Low income
Afghanistan,2011,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Place of residence,Urban,77.34382629,436.3229065,AFG,Eastern Mediterranean,Low income
Afghanistan,2011,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Place of residence,Rural,59.8277092,2060.217529,AFG,Eastern Mediterranean,Low income
Afghanistan,2022,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Place of residence,Urban,83.21856689,1520.384888,AFG,Eastern Mediterranean,Low income
Afghanistan,2015,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Place of residence,Urban,82.39204407,1376.647583,AFG,Eastern Mediterranean,Low income
Afghanistan,2022,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Place of residence,Rural,58.93209457,4862.989258,AFG,Eastern Mediterranean,Low income
Afghanistan,2015,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Place of residence,Rural,70.98139191,4331.335938,AFG,Eastern Mediterranean,Low income
Afghanistan,2015,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Sex,Female,73.44525146,2818.212158,AFG,Eastern Mediterranean,Low income
Afghanistan,2015,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Sex,Male,74.01442719,2889.771484,AFG,Eastern Mediterranean,Low income
Afghanistan,2022,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Sex,Male,65.34259033,3222.876465,AFG,Eastern Mediterranean,Low income
Afghanistan,2011,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Sex,Male,63.30477524,1261.626831,AFG,Eastern Mediterranean,Low income
Afghanistan,2022,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Sex,Female,64.07829285,3160.497803,AFG,Eastern Mediterranean,Low income
Afghanistan,2011,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Sex,Female,62.46427155,1234.913574,AFG,Eastern Mediterranean,Low income
Afghanistan,2022,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Subnational region,bamyan,98.56974792,50.01956177,AFG,Eastern Mediterranean,Low income
Afghanistan,2015,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Subnational region,parwan,88.77740479,144.4296265,AFG,Eastern Mediterranean,Low income
Afghanistan,2011,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Subnational region,region ne,69.58548737,427.2572632,AFG,Eastern Mediterranean,Low income
Afghanistan,2022,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Subnational region,herat,80.70789337,554.3485107,AFG,Eastern Mediterranean,Low income
Afghanistan,2022,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Subnational region,kandahar,56.50456619,299.1842957,AFG,Eastern Mediterranean,Low income
Afghanistan,2022,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Subnational region,ghor,31.92228699,133.3790131,AFG,Eastern Mediterranean,Low income
Afghanistan,2015,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Subnational region,helmand,54.81388474,171.5798492,AFG,Eastern Mediterranean,Low income
Afghanistan,2015,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Subnational region,khost,63.29590607,203.7997742,AFG,Eastern Mediterranean,Low income
Afghanistan,2015,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Subnational region,ghazni,59.51436615,156.4848328,AFG,Eastern Mediterranean,Low income
Afghanistan,2022,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Subnational region,samangan,58.79798126,69.33765411,AFG,Eastern Mediterranean,Low income
Afghanistan,2011,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Subnational region,region ch,56.98854828,104.2715912,AFG,Eastern Mediterranean,Low income
Afghanistan,2015,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Subnational region,zabul,48.78452301,3.302607059,AFG,Eastern Mediterranean,Low income
Afghanistan,2022,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Subnational region,zabul,47.43829346,95.08479309,AFG,Eastern Mediterranean,Low income
Afghanistan,2015,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Subnational region,samangan,71.92475891,59.90495682,AFG,Eastern Mediterranean,Low income
Afghanistan,2015,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Subnational region,farah,45.60136414,139.3215637,AFG,Eastern Mediterranean,Low income
Afghanistan,2022,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Subnational region,daykundi,84.64309692,154.1309509,AFG,Eastern Mediterranean,Low income
Afghanistan,2022,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Subnational region,kabul,89.92340088,720.0752563,AFG,Eastern Mediterranean,Low income
Afghanistan,2022,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Subnational region,maidan wardak,70.16611481,98.73513031,AFG,Eastern Mediterranean,Low income
Afghanistan,2015,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Subnational region,ghor,44.22256851,128.1916199,AFG,Eastern Mediterranean,Low income
Afghanistan,2015,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Subnational region,laghman,93.55126953,128.0549622,AFG,Eastern Mediterranean,Low income
Afghanistan,2011,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Subnational region,region w,53.73048019,331.7337036,AFG,Eastern Mediterranean,Low income
Afghanistan,2022,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Subnational region,badghis,41.90087128,138.5813293,AFG,Eastern Mediterranean,Low income
Afghanistan,2015,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Subnational region,urozgan,26.02613068,79.27474976,AFG,Eastern Mediterranean,Low income
Afghanistan,2015,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Subnational region,takhar,75.34766388,255.6366882,AFG,Eastern Mediterranean,Low income
Afghanistan,2022,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Subnational region,panjsher,70.53434753,10.90269279,AFG,Eastern Mediterranean,Low income
Afghanistan,2022,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Subnational region,ghazni,46.13912964,193.1105042,AFG,Eastern Mediterranean,Low income
Afghanistan,2022,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Subnational region,urozgan,9.613171577,62.55041885,AFG,Eastern Mediterranean,Low income
Afghanistan,2022,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Subnational region,sar-e-pul,74.71121216,139.6719513,AFG,Eastern Mediterranean,Low income
Afghanistan,2022,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Subnational region,kunduz,50.64781952,224.9990692,AFG,Eastern Mediterranean,Low income
Afghanistan,2022,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Subnational region,badakhshan,58.93271637,210.2472534,AFG,Eastern Mediterranean,Low income
Afghanistan,2022,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Subnational region,logar,75.45889282,84.85874176,AFG,Eastern Mediterranean,Low income
Afghanistan,2015,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Subnational region,kandahar,42.90451431,426.4214172,AFG,Eastern Mediterranean,Low income
Afghanistan,2015,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Subnational region,badakhshan,96.74123383,156.4607239,AFG,Eastern Mediterranean,Low income
Afghanistan,2022,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Subnational region,khost,73.240448,192.6819916,AFG,Eastern Mediterranean,Low income
Afghanistan,2015,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Subnational region,baghlan,65.46372986,137.42453,AFG,Eastern Mediterranean,Low income
Afghanistan,2015,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Subnational region,wardak,90.47544098,66.85639954,AFG,Eastern Mediterranean,Low income
Afghanistan,2022,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Subnational region,balkh,74.69894409,346.3040161,AFG,Eastern Mediterranean,Low income
Afghanistan,2011,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Subnational region,region s,34.14397812,254.0829468,AFG,Eastern Mediterranean,Low income
Afghanistan,2015,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Subnational region,paktya,88.74982452,104.8808823,AFG,Eastern Mediterranean,Low income
Afghanistan,2022,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Subnational region,nimroz,67.72868347,78.1480484,AFG,Eastern Mediterranean,Low income
Afghanistan,2022,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Subnational region,kapisa,52.1073761,79.55841827,AFG,Eastern Mediterranean,Low income
Afghanistan,2015,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Subnational region,sar-e-pul,77.85588837,103.8989105,AFG,Eastern Mediterranean,Low income
Afghanistan,2022,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Subnational region,nangarhar,73.06349182,365.921936,AFG,Eastern Mediterranean,Low income
Afghanistan,2011,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Subnational region,region n,60.37023163,377.1162109,AFG,Eastern Mediterranean,Low income
Afghanistan,2022,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Subnational region,faryab,68.66447449,293.826416,AFG,Eastern Mediterranean,Low income
Afghanistan,2022,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Subnational region,kunarha,66.71926117,87.4076004,AFG,Eastern Mediterranean,Low income
Afghanistan,2011,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Subnational region,region se,61.50225449,350.5311279,AFG,Eastern Mediterranean,Low income
Afghanistan,2015,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Subnational region,nangarhar,88.30047607,193.0241852,AFG,Eastern Mediterranean,Low income
Afghanistan,2015,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Subnational region,kapisa,84.27586365,40.86752319,AFG,Eastern Mediterranean,Low income
Afghanistan,2015,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Subnational region,logar,79.14203644,46.25195694,AFG,Eastern Mediterranean,Low income
Afghanistan,2015,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Subnational region,badghis,79.29721832,151.0975647,AFG,Eastern Mediterranean,Low income
Afghanistan,2022,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Subnational region,takhar,84.64083099,232.4614868,AFG,Eastern Mediterranean,Low income
Afghanistan,2015,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Subnational region,nimroz,80.92162323,72.81620789,AFG,Eastern Mediterranean,Low income
Afghanistan,2015,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Subnational region,kabul,82.46311188,718.2369995,AFG,Eastern Mediterranean,Low income
Afghanistan,2022,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Subnational region,jawzjan,62.37225342,162.83078,AFG,Eastern Mediterranean,Low income
Afghanistan,2022,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Subnational region,farah,46.84009552,120.8772507,AFG,Eastern Mediterranean,Low income
Afghanistan,2015,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Subnational region,jawzjan,81.68919373,94.22314453,AFG,Eastern Mediterranean,Low income
Afghanistan,2022,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Subnational region,helmand,30.37171364,513.7894287,AFG,Eastern Mediterranean,Low income
Afghanistan,2022,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Subnational region,paktya,49.15455627,103.0604019,AFG,Eastern Mediterranean,Low income
Afghanistan,2015,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Subnational region,panjsher,79.89736938,9.643155098,AFG,Eastern Mediterranean,Low income
Afghanistan,2015,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Subnational region,paktika,83.30348969,180.6103821,AFG,Eastern Mediterranean,Low income
Afghanistan,2015,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Subnational region,balkh,78.03370667,374.5596008,AFG,Eastern Mediterranean,Low income
Afghanistan,2022,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Subnational region,paktika,30.91353226,99.65383911,AFG,Eastern Mediterranean,Low income
Afghanistan,2015,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Subnational region,herat,77.9145813,386.8425293,AFG,Eastern Mediterranean,Low income
Afghanistan,2015,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Subnational region,kunarha,51.56181335,100.0523453,AFG,Eastern Mediterranean,Low income
Afghanistan,2022,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Subnational region,parwan,74.59156799,146.5793304,AFG,Eastern Mediterranean,Low income
Afghanistan,2022,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Subnational region,nooristan,25.58424187,26.74634171,AFG,Eastern Mediterranean,Low income
Afghanistan,2015,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Subnational region,bamyan,91.09802246,62.35878754,AFG,Eastern Mediterranean,Low income
Afghanistan,2015,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Subnational region,daykundi,47.12831497,62.72844315,AFG,Eastern Mediterranean,Low income
Afghanistan,2011,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Subnational region,region e,75.81257629,246.8467712,AFG,Eastern Mediterranean,Low income
Afghanistan,2015,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Subnational region,kunduz,87.26531982,206.7752075,AFG,Eastern Mediterranean,Low income
Afghanistan,2022,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Subnational region,laghman,65.35830688,130.8676605,AFG,Eastern Mediterranean,Low income
Afghanistan,2015,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Subnational region,nooristan,1.511260867,55.93667221,AFG,Eastern Mediterranean,Low income
Afghanistan,2022,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Subnational region,baghlan,65.30744934,163.4423065,AFG,Eastern Mediterranean,Low income
Afghanistan,2015,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Subnational region,faryab,91.9710083,486.0348511,AFG,Eastern Mediterranean,Low income
Afghanistan,2011,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Subnational region,region c,78.55936432,404.7008057,AFG,Eastern Mediterranean,Low income
Albania,2002,ICEH - RHS,BCG immunization coverage among one-year-olds (%),Age (2 groups) (15-49),20-49 years,,,ALB,European,Upper middle income
Albania,2005,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Age (2 groups) (15-49),20-49 years,,,ALB,European,Upper middle income
Albania,2017,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Age (2 groups) (15-49),15-19 years,,,ALB,European,Upper middle income
Albania,2017,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Age (2 groups) (15-49),20-49 years,95.24533844,453.0553894,ALB,European,Upper middle income
Albania,2002,ICEH - RHS,BCG immunization coverage among one-year-olds (%),Age (2 groups) (15-49),15-19 years,,,ALB,European,Upper middle income
Albania,2008,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Age (2 groups) (15-49),15-19 years,,,ALB,European,Upper middle income
Albania,2008,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Age (2 groups) (15-49),20-49 years,98.36765289,285.7581787,ALB,European,Upper middle income
Albania,2005,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Age (2 groups) (15-49),15-19 years,,,ALB,European,Upper middle income
Albania,2008,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Economic status (wealth decile),Decile 8,100,27.75403595,ALB,European,Upper middle income
Albania,2005,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Economic status (wealth decile),Decile 9,,,ALB,European,Upper middle income
Albania,2008,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Economic status (wealth decile),Decile 3,100,32.95061493,ALB,European,Upper middle income
