setting,date,source,indicator_name,dimension,subgroup,estimate,population,iso3,whoreg6,wbincome2024
Czechia,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),35-44 years,0,793084,CZE,European,
Czechia,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),15-24 years,0,509052,CZE,European,
C��te d'Ivoire,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),35-44 years,46.82299423,1494992,CIV,African,
C��te d'Ivoire,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),15-24 years,16.84617424,2968033,CIV,African,
C��te d'Ivoire,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),65+ years,70.70135498,339456,CIV,African,
C��te d'Ivoire,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),25-34 years,34.22111511,2016299,CIV,African,
C��te d'Ivoire,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),55-64 years,58.97142029,508721,CIV,African,
C��te d'Ivoire,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),0-4 years,14.89424419,2148481,CIV,African,
C��te d'Ivoire,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),45-54 years,47.42637634,1012095,CIV,African,
C��te d'Ivoire,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),5-14 years,1.98524797,3727494,CIV,African,
Democratic People's Republic of Korea,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),5-14 years,19.34473419,1654197,PRK,South-East Asia,
Democratic People's Republic of Korea,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),65+ years,50.25743103,1253545.996,PRK,South-East Asia,
Democratic People's Republic of Korea,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),15-24 years,77.39270782,1808956,PRK,South-East Asia,
Democratic People's Republic of Korea,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),55-64 years,118.1152039,1608599,PRK,South-East Asia,
Democratic People's Republic of Korea,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),0-4 years,137.4754639,872883,PRK,South-East Asia,
Democratic People's Republic of Korea,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),45-54 years,180.6277771,1993049,PRK,South-East Asia,
Democratic People's Republic of Korea,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),35-44 years,201.6023407,1736091,PRK,South-East Asia,
Democratic People's Republic of Korea,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),25-34 years,131.459259,1977799,PRK,South-East Asia,
Democratic Republic of the Congo,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),35-44 years,92.06946564,4235932,COD,African,
Democratic Republic of the Congo,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),65+ years,138.5653534,1299026,COD,African,
Democratic Republic of the Congo,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),25-34 years,56.54254532,6543745,COD,African,
Democratic Republic of the Congo,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),55-64 years,123.3157578,1784038,COD,African,
Democratic Republic of the Congo,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),0-4 years,14.2150774,9145219,COD,African,
Democratic Republic of the Congo,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),45-54 years,104.1347961,2784852,COD,African,
Democratic Republic of the Congo,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),5-14 years,2.725651979,13941618,COD,African,
Democratic Republic of the Congo,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),15-24 years,30.90495682,9383608,COD,African,
Denmark,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),45-54 years,0,387840,DNK,European,
Denmark,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),65+ years,0.3596811891,556048.0005,DNK,European,
Denmark,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),0-4 years,0,160810.002,DNK,European,
Denmark,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),55-64 years,0.2601659894,384370,DNK,European,
Denmark,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),15-24 years,0,365160,DNK,European,
Denmark,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),25-34 years,0.247527197,403996,DNK,European,
Denmark,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),5-14 years,0,324180,DNK,European,
Denmark,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),35-44 years,0.8718142509,344110,DNK,European,
Djibouti,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),0-4 years,67.47979736,59277,DJI,Eastern Mediterranean,
Djibouti,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),45-54 years,36.48170471,54822,DJI,Eastern Mediterranean,
Djibouti,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),35-44 years,31.70052719,72554,DJI,Eastern Mediterranean,
Djibouti,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),15-24 years,18.96196747,110748,DJI,Eastern Mediterranean,
Djibouti,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),5-14 years,7.964108467,113007,DJI,Eastern Mediterranean,
Djibouti,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),25-34 years,27.49035072,90941,DJI,Eastern Mediterranean,
Djibouti,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),55-64 years,49.73732376,32169,DJI,Eastern Mediterranean,
Djibouti,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),65+ years,74.71870422,22752.00015,DJI,Eastern Mediterranean,
Dominica,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),55-64 years,0,4105,DMA,Americas,
Dominica,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),65+ years,32.42542267,3084.000015,DMA,Americas,
Dominica,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),5-14 years,0,4853,DMA,Americas,
Dominica,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),35-44 years,0,4939.999969,DMA,Americas,
Dominica,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),0-4 years,0,2386,DMA,Americas,
Dominica,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),45-54 years,0,4706,DMA,Americas,
Dominica,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),25-34 years,0,6317,DMA,Americas,
Dominica,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),15-24 years,0,5794,DMA,Americas,
Dominican Republic,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),0-4 years,0,513344,DOM,Americas,
Dominican Republic,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),5-14 years,0,1038295,DOM,Americas,
Dominican Republic,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),55-64 years,2.663305044,450568,DOM,Americas,
Dominican Republic,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),45-54 years,3.49137044,601482.9961,DOM,Americas,
Dominican Republic,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),65+ years,6.788370132,383007.9983,DOM,Americas,
Dominican Republic,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),35-44 years,2.393445253,752054,DOM,Americas,
Dominican Republic,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),25-34 years,1.642217636,913399,DOM,Americas,
Dominican Republic,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),15-24 years,0.3054659963,982106,DOM,Americas,
Ecuador,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),25-34 years,5.715697289,1522124,ECU,Americas,
Ecuador,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),55-64 years,10.24981308,673183,ECU,Americas,
Ecuador,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),0-4 years,0.1315663159,760073,ECU,Americas,
Ecuador,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),45-54 years,4.77692318,942029,ECU,Americas,
Ecuador,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),15-24 years,2.497673988,1601490,ECU,Americas,
Ecuador,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),5-14 years,0.1249603257,1600508,ECU,Americas,
Ecuador,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),35-44 years,4.959222317,1250196,ECU,Americas,
Ecuador,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),65+ years,15.11799145,635004.998,ECU,Americas,
Egypt,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),5-14 years,0.04034063593,12394450,EGY,Eastern Mediterranean,
Egypt,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),0-4 years,0.3025041223,6280906,EGY,Eastern Mediterranean,
Egypt,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),45-54 years,1.112321258,5394125,EGY,Eastern Mediterranean,
Egypt,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),15-24 years,0.1861785203,9668140,EGY,Eastern Mediterranean,
Egypt,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),55-64 years,1.750106335,3542642,EGY,Eastern Mediterranean,
Egypt,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),65+ years,3.398566723,2265661,EGY,Eastern Mediterranean,
Egypt,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),35-44 years,0.7391754389,7711295,EGY,Eastern Mediterranean,
Egypt,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),25-34 years,0.3608736992,8867368,EGY,Eastern Mediterranean,
El Salvador,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),5-14 years,0.174939245,571627,SLV,Americas,
El Salvador,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),15-24 years,0.8001139164,624911,SLV,Americas,
El Salvador,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),35-44 years,3.278258562,335544.002,SLV,Americas,
El Salvador,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),0-4 years,0,256598,SLV,Americas,
El Salvador,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),45-54 years,2.956699133,270572,SLV,Americas,
El Salvador,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),55-64 years,2.064249754,193775,SLV,Americas,
El Salvador,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),65+ years,9.614737511,208014,SLV,Americas,
El Salvador,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),25-34 years,1.26012826,555498.9961,SLV,Americas,
Equatorial Guinea,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),35-44 years,28.32995033,127074,GNQ,African,
Equatorial Guinea,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),0-4 years,19.66097641,116983,GNQ,African,
Equatorial Guinea,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),45-54 years,27.88326263,75314,GNQ,African,
Equatorial Guinea,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),25-34 years,21.37437248,149712,GNQ,African,
Equatorial Guinea,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),5-14 years,2.885073185,207967,GNQ,African,
Equatorial Guinea,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),55-64 years,35.92642212,41752,GNQ,African,
Equatorial Guinea,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),15-24 years,15.5698204,141299,GNQ,African,
Equatorial Guinea,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),65+ years,41.95862961,23833,GNQ,African,
Eritrea,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),55-64 years,25.52909088,78341.99951,ERI,African,
Eritrea,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),25-34 years,13.81864452,253281,ERI,African,
Eritrea,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),5-14 years,0.623842001,480891,ERI,African,
Eritrea,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),35-44 years,16.18569183,166814,ERI,African,
Eritrea,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),45-54 years,19.98900604,120066,ERI,African,
Eritrea,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),15-24 years,5.891638279,407357,ERI,African,
Eritrea,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),65+ years,41.25347137,63025,ERI,African,
Eritrea,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),0-4 years,7.254992962,248105,ERI,African,
Estonia,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),15-24 years,0,66921,EST,European,
Estonia,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),65+ years,3.127312899,95929,EST,European,
Estonia,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),5-14 years,0,75715,EST,European,
Estonia,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),55-64 years,2.550467491,78416.99951,EST,European,
Estonia,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),25-34 years,0,87621,EST,European,
Estonia,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),35-44 years,0,98724,EST,European,
Estonia,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),45-54 years,1.107984185,90254,EST,European,
Estonia,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),0-4 years,0,35997,EST,European,
Eswatini,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),55-64 years,61.58646774,24356,SWZ,African,
Eswatini,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),45-54 years,51.74279022,42518.00024,SWZ,African,
Eswatini,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),25-34 years,30.46980667,105022,SWZ,African,
Eswatini,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),15-24 years,16.05828285,118319,SWZ,African,
Eswatini,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),35-44 years,45.9682045,78314.99951,SWZ,African,
Eswatini,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),65+ years,65.82556152,18230,SWZ,African,
Eswatini,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),5-14 years,6.457584381,139371,SWZ,African,
Eswatini,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),0-4 years,41.40136337,70046,SWZ,African,
Ethiopia,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),45-54 years,30.56951714,3925479,ETH,African,
Ethiopia,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),5-14 years,1.599390149,15630958,ETH,African,
Ethiopia,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),55-64 years,34.57994843,2458072,ETH,African,
Ethiopia,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),35-44 years,27.61502075,6156070.031,ETH,African,
Ethiopia,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),65+ years,39.9002037,1754377,ETH,African,
Ethiopia,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),25-34 years,24.83061218,9665489,ETH,African,
Ethiopia,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),15-24 years,24.43571854,13095584,ETH,African,
Ethiopia,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),0-4 years,10.32908249,9294146,ETH,African,
Fiji,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),0-4 years,0,45552,FJI,Western Pacific,
Fiji,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),65+ years,46.01355362,23906,FJI,Western Pacific,
Fiji,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),5-14 years,0,90043,FJI,Western Pacific,
Fiji,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),45-54 years,12.3112278,48736,FJI,Western Pacific,
Fiji,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),15-24 years,2.571784973,77767,FJI,Western Pacific,
Fiji,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),55-64 years,7.802137852,38451,FJI,Western Pacific,
Fiji,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),35-44 years,2.959630728,67576,FJI,Western Pacific,
Fiji,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),25-34 years,1.349108934,74123,FJI,Western Pacific,
Finland,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),5-14 years,0,307831,FIN,European,
Finland,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),55-64 years,0.8410829902,356683,FIN,European,
Finland,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),0-4 years,0,122076,FIN,European,
Finland,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),25-34 years,0,364259,FIN,European,
Finland,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),15-24 years,0,312482,FIN,European,
Finland,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),45-54 years,0.297766149,335833.998,FIN,European,
Finland,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),65+ years,1.575842738,571122.999,FIN,European,
Finland,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),35-44 years,0,367517,FIN,European,
France,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),25-34 years,1.711435199,3564260,FRA,European,
France,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),5-14 years,0.1261219531,3964417,FRA,European,
France,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),45-54 years,0.7716819644,4146786,FRA,European,
France,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),35-44 years,1.266933203,3946538,FRA,European,
France,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),0-4 years,0.8159801364,1715728,FRA,European,
France,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),15-24 years,1.336782575,3889937,FRA,European,
France,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),65+ years,0.726467371,6056707,FRA,European,
France,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),55-64 years,0.6841300726,3946618,FRA,European,
Gabon,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),5-14 years,11.01689529,281386,GAB,African,
Gabon,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),25-34 years,122.3366318,196180,GAB,African,
Gabon,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),15-24 years,71.58196259,209550,GAB,African,
Gabon,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),55-64 years,186.2954254,59046,GAB,African,
Gabon,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),35-44 years,144.2984161,166322,GAB,African,
Gabon,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),45-54 years,152.8935089,104648,GAB,African,
Gabon,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),65+ years,212.7026978,43723.00024,GAB,African,
Gabon,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),0-4 years,77.59456635,154650,GAB,African,
Gambia,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),35-44 years,64.76325989,126615,GMB,African,
Gambia,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),25-34 years,46.38045883,187579,GMB,African,
Gambia,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),5-14 years,2.114651203,378313,GMB,African,
Gambia,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),55-64 years,71.99712372,50002,GMB,African,
Gambia,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),15-24 years,29.14402962,277930,GMB,African,
Gambia,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),45-54 years,68.67643738,84454,GMB,African,
Gambia,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),65+ years,90.54456329,30924,GMB,African,
Gambia,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),0-4 years,12.3499012,210528,GMB,African,
Georgia,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),45-54 years,2.757872581,217559,GEO,European,
Georgia,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),15-24 years,0.4533769786,220567,GEO,European,
Georgia,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),5-14 years,0,280458,GEO,European,
Georgia,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),0-4 years,0,131034,GEO,European,
Georgia,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),55-64 years,6.744679928,207571,GEO,European,
Georgia,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),65+ years,12.56189346,191054.0004,GEO,European,
Georgia,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),35-44 years,1.981375098,252350,GEO,European,
Georgia,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),25-34 years,0.7709713578,259413,GEO,European,
Germany,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),5-14 years,0.05050576478,3959944,DEU,European,
Germany,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),45-54 years,0.4398688972,5456171,DEU,European,
Germany,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),15-24 years,0.6463515162,4332008,DEU,European,
Germany,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),35-44 years,0.5047357082,5349334,DEU,European,
Germany,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),25-34 years,0.7620484829,5380235.031,DEU,European,
Germany,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),0-4 years,0.1487355232,2017003,DEU,European,
Germany,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),65+ years,0.3657772839,8201711.984,DEU,European,
Germany,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),55-64 years,0.3416205347,6439894,DEU,European,
Ghana,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),25-34 years,43.47344971,2530280.016,GHA,African,
Ghana,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),45-54 years,65.36786652,1269737,GHA,African,
Ghana,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),15-24 years,26.14696503,3212610,GHA,African,
Ghana,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),0-4 years,35.52965927,2195349,GHA,African,
Ghana,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),55-64 years,82.4511261,764089,GHA,African,
Ghana,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),5-14 years,4.920972824,4064237,GHA,African,
Ghana,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),35-44 years,61.27156448,2121702,GHA,African,
Ghana,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),65+ years,109.8473511,537109.0019,GHA,African,
